ID_CLIENT;AGE;BUDGET_MAX;MOTO_ACTUELLE;STYLE_DESIRE;DOULEUR_CLIENT;MOTS_CLES_IA
C-00650;54;10 300 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00651;27;10 100 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00652;47;6 100 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00653;20;6 500 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00654;51;6 400 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00655;39;7 600 €;BMW NineT;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00656;50;9 100 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00657;22;6 900 €;Suzuki SV 650;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00658;50;10 000 €;Yamaha XSR 700;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-00659;51;10 600 €;Honda Hornet;Café Racer Sportif;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00660;43;6 900 €;Kawasaki Z650;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00661;45;6 700 €;Honda Hornet;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00662;46;6 700 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00663;51;8 300 €;Suzuki SV 650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00664;22;6 400 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00665;44;6 300 €;Honda CB500F;Replica Bol d'Or;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-00666;46;8 600 €;Honda CB500F;Sportive Vintage;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00667;37;10 700 €;Kawasaki Z650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00668;39;10 100 €;Kawasaki Z650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00669;45;9 800 €;Kawasaki Z650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00670;24;6 700 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00671;28;7 400 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00672;39;10 500 €;Kawasaki Z900;Sportive Vintage;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00673;55;6 100 €;Yamaha XSR 700;Sportive Vintage;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00674;40;6 300 €;Kawasaki Z900;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00675;47;6 600 €;Suzuki SV 650;Scrambler 80s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00676;38;10 800 €;Honda CB500F;Replica Bol d'Or;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00677;42;7 100 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00678;30;9 800 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-00679;49;7 000 €;Yamaha MT-07;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00680;48;9 200 €;Kawasaki Z900;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00681;51;7 200 €;BMW NineT;Sportive Vintage;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00682;22;7 300 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-00683;46;9 300 €;BMW NineT;Cyber-Punk 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-00684;33;6 600 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00685;33;9 700 €;Yamaha MT-07;Café Racer Sportif;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00686;23;8 900 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00687;26;10 600 €;Honda Hornet;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00688;42;8 300 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00689;43;10 500 €;BMW NineT;Scrambler 80s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00690;23;10 700 €;Yamaha XSR 700;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00691;37;10 200 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-00692;27;10 100 €;Honda Hornet;Cyber-Punk 90s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00693;20;11 000 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00694;44;7 200 €;BMW NineT;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00695;52;7 600 €;Yamaha XSR 700;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-00696;33;6 400 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00697;53;7 100 €;Kawasaki Z650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00698;36;9 300 €;BMW NineT;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00699;20;7 200 €;Yamaha XSR 700;Café Racer Sportif;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00700;35;7 900 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00701;34;7 700 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00702;40;6 900 €;Honda Hornet;Sportive Vintage;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00703;40;10 100 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-00704;25;10 700 €;Yamaha MT-07;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00705;41;6 000 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00706;23;10 100 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00707;38;8 200 €;Yamaha XSR 700;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00708;39;10 100 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00709;25;6 900 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00710;32;9 500 €;Suzuki SV 650;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00711;43;10 100 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00712;30;7 900 €;Honda Hornet;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-00713;42;8 900 €;Yamaha MT-07;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-00714;55;6 200 €;Yamaha XSR 700;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-00715;40;9 600 €;Honda CB500F;Scrambler 80s;Je déteste le phare avant insecte.;DESIR_90S
C-00716;39;8 500 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00717;20;8 900 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00718;30;7 600 €;BMW NineT;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00719;23;7 000 €;Honda Hornet;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00720;20;7 200 €;Honda CB500F;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00721;24;7 900 €;Yamaha XSR 700;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00722;25;7 300 €;Suzuki SV 650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00723;23;10 700 €;Kawasaki Z650;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00724;29;9 000 €;Suzuki SV 650;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-00725;26;9 400 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00726;55;9 700 €;Yamaha XSR 700;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-00727;41;8 800 €;Kawasaki Z900;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00728;43;10 000 €;Suzuki SV 650;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00729;44;6 300 €;Honda Hornet;Scrambler 80s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00730;36;7 900 €;Honda CB500F;Scrambler 80s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00731;50;9 400 €;Yamaha MT-07;Sportive Vintage;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00732;44;10 900 €;Honda Hornet;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00733;32;10 400 €;Yamaha XSR 700;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00734;36;8 500 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00735;42;7 000 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00736;33;8 900 €;Yamaha XSR 700;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00737;32;6 700 €;Kawasaki Z650;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00738;31;8 500 €;Honda Hornet;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00739;53;9 300 €;Kawasaki Z650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-00740;39;9 400 €;BMW NineT;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00741;31;11 000 €;Suzuki SV 650;Sportive Vintage;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00742;47;10 200 €;Honda Hornet;Café Racer Sportif;Je déteste le phare avant insecte.;REJET_MANGA
C-00743;21;10 300 €;Kawasaki Z900;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00744;38;7 500 €;Kawasaki Z650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00745;32;7 700 €;Suzuki SV 650;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00746;25;7 800 €;BMW NineT;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-00747;31;7 400 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;NOSTALGIE
C-00748;22;9 600 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00749;39;7 900 €;Yamaha MT-07;Scrambler 80s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00750;41;6 000 €;Kawasaki Z650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-00751;30;10 300 €;Kawasaki Z650;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00752;20;7 000 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00753;34;10 200 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00754;31;7 000 €;Honda CB500F;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00755;27;9 700 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00756;41;6 200 €;Suzuki SV 650;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00757;38;7 500 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00758;43;10 900 €;Honda Hornet;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00759;52;8 700 €;Yamaha XSR 700;Sportive Vintage;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00760;25;7 000 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00761;27;6 300 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;LOOK_CARRE
C-00762;28;7 600 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00763;47;6 400 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00764;48;9 500 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-00765;32;6 200 €;BMW NineT;Replica Bol d'Or;Les motos neuves manquent d'âme.;DESIR_90S
C-00766;34;8 300 €;Suzuki SV 650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00767;44;9 500 €;BMW NineT;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00768;46;10 400 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00769;23;9 100 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00770;47;9 000 €;BMW NineT;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-00771;46;6 700 €;Honda CB500F;Replica Bol d'Or;Les motos neuves manquent d'âme.;REJET_MANGA
C-00772;54;10 300 €;Honda Hornet;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00773;24;9 000 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00774;32;10 900 €;Suzuki SV 650;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-00775;55;9 800 €;Yamaha XSR 700;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-00776;24;9 500 €;BMW NineT;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-00777;32;8 400 €;BMW NineT;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00778;50;9 700 €;Yamaha XSR 700;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00779;45;8 100 €;Yamaha MT-07;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-00780;28;9 800 €;Kawasaki Z900;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00781;53;10 200 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00782;49;9 700 €;Suzuki SV 650;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-00783;44;10 000 €;Yamaha MT-07;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00784;38;7 700 €;Kawasaki Z650;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00785;47;6 100 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00786;40;10 000 €;Yamaha MT-07;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-00787;23;6 500 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-00788;28;9 300 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-00789;52;9 300 €;Yamaha MT-07;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00790;50;9 700 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00791;41;7 600 €;Honda Hornet;Néo-Rétro 90s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-00792;32;6 300 €;Yamaha MT-07;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-00793;23;10 700 €;Honda Hornet;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-00794;23;8 200 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;DESIR_90S
C-00795;55;6 200 €;Suzuki SV 650;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00796;28;8 300 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00797;51;11 000 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00798;35;10 600 €;Honda Hornet;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-00799;45;7 900 €;Yamaha XSR 700;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-00800;33;9 900 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-00801;32;10 900 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-00802;26;8 100 €;Yamaha MT-07;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00803;53;8 000 €;Kawasaki Z900;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00804;39;6 800 €;Kawasaki Z900;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-00805;31;6 200 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-00806;28;9 700 €;Yamaha MT-07;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00807;32;6 100 €;BMW NineT;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00808;32;7 900 €;Honda CB500F;Cyber-Punk 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00809;28;11 000 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-00810;42;6 200 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00811;55;10 300 €;Kawasaki Z650;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00812;48;8 300 €;BMW NineT;Néo-Rétro 90s;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-00813;37;10 700 €;Kawasaki Z650;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00814;35;10 400 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-00815;54;6 800 €;Honda Hornet;Sportive Vintage;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-00816;24;9 900 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-00817;21;7 500 €;Kawasaki Z900;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-00818;23;7 500 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-00819;34;9 400 €;Honda CB500F;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-00820;51;9 700 €;Honda Hornet;Replica Bol d'Or;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-00821;55;7 300 €;Kawasaki Z900;Scrambler 80s;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-00822;51;6 100 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00823;53;6 300 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-00824;39;10 800 €;Kawasaki Z650;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-00825;44;10 200 €;BMW NineT;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-00826;37;8 500 €;Yamaha XSR 700;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-00827;53;10 100 €;BMW NineT;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00828;26;8 400 €;BMW NineT;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-00829;42;7 400 €;Kawasaki Z650;Scrambler 80s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00830;37;6 000 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-00831;33;6 600 €;Honda CB500F;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-00832;50;7 800 €;Honda CB500F;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-00833;20;8 300 €;Yamaha XSR 700;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00834;55;9 200 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-00835;51;10 100 €;Yamaha XSR 700;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-00836;26;7 900 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00837;26;9 800 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00838;49;7 600 €;Yamaha XSR 700;Scrambler 80s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00839;33;8 700 €;Kawasaki Z900;Sportive Vintage;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-00840;21;8 200 €;BMW NineT;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-00841;25;10 100 €;BMW NineT;Café Racer Sportif;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-00842;44;9 300 €;Honda CB500F;Café Racer Sportif;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00843;29;7 900 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00844;38;9 600 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;LOOK_CARRE
C-00845;49;10 500 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-00846;55;9 500 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-00847;20;9 400 €;Kawasaki Z650;Cyber-Punk 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
